"Individuo","IEP","OP","SC","EdP","ÉpP","AP","DA"
"96224",376,"2","Hembra",2162,"Sequía","2002",92
"96224",365,"3","Hembra",2538,"Sequía","2003",81
"96224",376,"4","Hembra",2903,"Sequía","2004",92
"96248",388,"1","Hembra",1390,"Sequía","2000",104
"96248",394,"3","Hembra",2509,"Sequía","2003",110
"96248",375,"4","Macho",2903,"Sequía","2004",91
"96254",464,"2","Hembra",2134,"Sequía","2002",180
"96254",325,"3","Macho",2598,"Transición","2003",41
"96260",419,"1","Macho",1453,"Sequía","2000",135
"96260",334,"2","Hembra",1872,"Transición","2001",50
"96260",327,"3","Macho",2206,"Transición","2002",43
"96260",362,"4","Macho",2533,"Sequía","2003",78
"96260",376,"5","Macho",2895,"Sequía","2004",92
"96268",466,"1","Hembra",1404,"Sequía","2000",182
"96268",307,"2","Hembra",1870,"Transición","2001",23
"96268",345,"3","Macho",2177,"Sequía","2002",61
"96268",357,"4","Hembra",2522,"Sequía","2003",73
"96268",391,"5","Hembra",2879,"Sequía","2004",107
"96288",378,"2","Macho",1748,"Sequía","2001",94
"96288",383,"3","Hembra",2126,"Sequía","2002",99
"96288",370,"4","Hembra",2509,"Sequía","2003",86
"96288",344,"5","Macho",2879,"Sequía","2004",60
"97008",413,"1","Hembra",1096,"Sequía","2000",129
"97008",395,"2","Hembra",1509,"Sequía","2001",111
"97008",354,"3","Hembra",1904,"Transición","2002",70
"97008",323,"4","Macho",2258,"Transición","2003",39
"97008",386,"5","Hembra",2581,"Sequía","2004",102
"97016",361,"1","Hembra",1163,"Transición","2000",77
"97016",350,"2","Macho",1524,"Transición","2001",66
"97016",424,"3","Hembra",1874,"Sequía","2002",140
"97016",313,"4","Hembra",2298,"Transición","2003",29
"97016",362,"5","Hembra",2611,"Sequía","2004",78
"97030",376,"2","Hembra",2212,"Sequía","2003",92
"97030",379,"3","Hembra",2588,"Sequía","2004",95
"97046",363,"3","Macho",2627,"Transición","2004",79
"97046",410,"4","Hembra",2990,"Transición","2005",126
"97048",501,"1","Macho",1132,"Sequía","2000",217
"97048",344,"3","Hembra",2226,"Sequía","2003",60
"97048",379,"4","Hembra",2570,"Sequía","2004",95
"97048",455,"5","Macho",2949,"Sequía","2005",171
"97048",344,"6","Macho",3404,"Transición","2006",60
"97048",334,"7","Hembra",3748,"Transición","2007",50
"97054",373,"1","Macho",1467,"Sequía","2001",89
"97054",372,"2","Macho",1840,"Sequía","2002",88
"97056",357,"1","Macho",1460,"Sequía","2001",73
"97056",396,"2","Hembra",1817,"Sequía","2002",112
"97056",379,"3","Macho",2213,"Sequía","2003",95
"97066",436,"1","Macho",1088,"Sequía","2000",152
"97066",327,"2","Hembra",1524,"Transición","2001",43
"97066",343,"3","Macho",1851,"Sequía","2002",59
"97066",379,"4","Macho",2194,"Sequía","2003",95
"97066",372,"5","Hembra",2573,"Sequía","2004",88
"97066",443,"6","Macho",2945,"Sequía","2005",159
"97094",383,"3","Hembra",2561,"Sequía","2004",99
"97094",453,"4","Macho",2944,"Sequía","2005",169
"97094",363,"6","Macho",4408,"Sequía","2009",79
"97098",409,"1","Hembra",1438,"Sequía","2001",125
"97098",403,"2","Hembra",1847,"Sequía","2002",119
"97098",330,"3","Hembra",2250,"Transición","2003",46
"97106",357,"1","Hembra",1452,"Sequía","2001",73
"97106",408,"2","Macho",1809,"Sequía","2002",124
"97106",347,"3","Hembra",2217,"Sequía","2003",63
"97106",390,"4","Macho",2564,"Sequía","2004",106
"97116",369,"1","Hembra",1131,"Sequía","2000",85
"97116",329,"2","Macho",1500,"Transición","2001",45
"97116",385,"3","Macho",1829,"Sequía","2002",101
"97116",463,"5","Hembra",2523,"Sequía","2004",179
"97118",330,"1","Macho",1116,"Sequía","2000",46
"97118",432,"2","Macho",1446,"Sequía","2001",148
"97120",408,"1","Macho",1059,"Sequía","2000",124
"97120",357,"2","Macho",1467,"Sequía","2001",73
"97134",385,"1","Hembra",1451,"Sequía","2001",101
"97134",356,"2","Hembra",1836,"Sequía","2002",72
"97134",365,"3","Hembra",2192,"Sequía","2003",81
"97134",452,"4","Hembra",2557,"Sequía","2004",168
"97176",354,"1","Hembra",1443,"Sequía","2001",70
"97176",373,"2","Macho",1797,"Sequía","2002",89
"97176",385,"3","Hembra",2170,"Sequía","2003",101
"97176",362,"4","Macho",2555,"Sequía","2004",78
"97180",395,"1","Macho",1416,"Sequía","2001",111
"97180",398,"2","Macho",1811,"Sequía","2002",114
"97180",349,"3","Hembra",2209,"Sequía","2003",65
"97180",362,"4","Hembra",2558,"Sequía","2004",78
"97196",458,"1","Hembra",1053,"Sequía","2000",174
"97196",329,"2","Macho",1511,"Transición","2001",45
"97196",484,"3","Hembra",1840,"Transición","2002",200
"97210",376,"2","Macho",1777,"Sequía","2002",92
"97210",372,"3","Hembra",2153,"Sequía","2003",88
"97210",380,"4","Macho",2525,"Sequía","2004",96
"97210",444,"5","Macho",2905,"Sequía","2005",160
"97210",330,"6","Macho",3349,"Transición","2006",46
"97214",421,"1","Macho",1072,"Sequía","2000",137
"97274",405,"1","Hembra",1369,"Sequía","2001",121
"97274",388,"2","Hembra",1774,"Sequía","2002",104
"97274",348,"3","Hembra",2162,"Transición","2003",64
"97274",367,"4","Macho",2510,"Sequía","2004",83
"98018",368,"1","Hembra",1100,"Sequía","2001",84
"98018",382,"2","Hembra",1468,"Sequía","2002",98
"98018",374,"3","Macho",1850,"Sequía","2003",90
"98018",375,"4","Macho",2224,"Sequía","2004",91
"98048",377,"2","Hembra",2224,"Sequía","2004",93
"98056",373,"2","Macho",1850,"Sequía","2003",89
"98096",348,"1","Hembra",1481,"Sequía","2002",64
"98096",385,"2","Hembra",1829,"Sequía","2003",101
"98096",357,"3","Macho",2214,"Sequía","2004",73
"98096",450,"4","Hembra",2571,"Sequía","2005",166
"98096",316,"5","Hembra",3021,"Transición","2006",32
"98102",386,"1","Macho",1463,"Sequía","2002",102
"98102",356,"2","Macho",1849,"Sequía","2003",72
"98124",393,"1","Macho",1488,"Sequía","2002",109
"98124",388,"2","Hembra",1881,"Transición","2003",104
"98124",334,"3","Macho",2269,"Transición","2004",50
"98146",373,"2","Hembra",1823,"Sequía","2003",89
"98146",388,"3","Macho",2196,"Sequía","2004",104
"98152",380,"2","Hembra",1823,"Sequía","2003",96
"98152",388,"3","Macho",2203,"Sequía","2004",104
"98152",462,"4","Hembra",2591,"Sequía","2005",178
"98152",484,"5","Hembra",3053,"Lluvia","2006",200
"98164",326,"1","Macho",1134,"Transición","2001",42
"98164",377,"2","Hembra",1460,"Sequía","2002",93
"98164",416,"3","Macho",1837,"Sequía","2003",132
"98164",335,"4","Hembra",2253,"Transición","2004",51
"98172",335,"1","Macho",1520,"Transición","2002",51
"98172",362,"2","Hembra",1855,"Transición","2003",78
"98172",421,"3","Hembra",2217,"Sequía","2004",137
"98172",396,"4","Macho",2638,"Transición","2005",112
"98172",401,"6","Hembra",3675,"Sequía","2008",117
"98186",353,"1","Hembra",1257,"Lluvia","2001",69
"98186",534,"2","Macho",1610,"Lluvia","2002",250
"98186",402,"3","Hembra",2144,"Sequía","2004",118
"98194",391,"1","Hembra",1265,"Lluvia","2001",107
"98194",527,"2","Hembra",1656,"Lluvia","2002",243
"98194",372,"3","Hembra",2183,"Sequía","2004",88
"98194",428,"4","Macho",2555,"Sequía","2005",144
"98194",338,"5","Macho",2983,"Transición","2006",54
"98202",381,"1","Hembra",1101,"Sequía","2001",97
"98202",335,"2","Hembra",1482,"Transición","2002",51
"98202",360,"4","Hembra",2181,"Sequía","2004",76
"98202",454,"5","Hembra",2541,"Sequía","2005",170
"98202",343,"6","Hembra",2995,"Transición","2006",59
"98204",321,"1","Hembra",1482,"Transición","2002",37
"98204",368,"2","Hembra",1803,"Sequía","2003",84
"98204",416,"3","Hembra",2171,"Sequía","2004",132
"98204",365,"4","Hembra",2587,"Transición","2005",81
"98210",335,"1","Hembra",1140,"Transición","2001",51
"98210",339,"2","Hembra",1475,"Transición","2002",55
"98210",366,"3","Hembra",1814,"Sequía","2003",82
"98212",365,"2","Hembra",1799,"Sequía","2003",81
"98212",375,"3","Macho",2164,"Sequía","2004",91
"98238",400,"2","Hembra",1793,"Sequía","2003",116
"98246",429,"1","Macho",978,"Transición","2000",145
"98246",369,"2","Macho",1407,"Sequía","2002",85
"98246",378,"3","Hembra",1776,"Sequía","2003",94
"98246",375,"4","Hembra",2154,"Sequía","2004",91
"98248",363,"2","Hembra",1773,"Sequía","2003",79
"98248",390,"3","Hembra",2136,"Sequía","2004",106
"98274",421,"1","Hembra",1164,"Sequía","2002",137
"98274",377,"2","Macho",1585,"Sequía","2003",93
"98274",367,"3","Macho",1962,"Sequía","2004",83
"98274",437,"4","Hembra",2329,"Sequía","2005",153
"98274",328,"5","Macho",2766,"Transición","2006",44
"99006",353,"1","Hembra",1165,"Sequía","2002",69
"99006",446,"4","Hembra",2489,"Transición","2005",162
"99006",451,"5","Macho",2935,"Sequía","2007",167
"99020",321,"2","Hembra",1562,"Transición","2003",37
"99022",433,"1","Macho",1075,"Sequía","2002",149
"99022",334,"2","Macho",1508,"Sequía","2003",50
"99022",375,"3","Macho",1842,"Sequía","2004",91
"99028",381,"1","Macho",1111,"Sequía","2002",97
"99028",361,"2","Hembra",1492,"Sequía","2003",77
"99028",403,"3","Hembra",1853,"Sequía","2004",119
"99028",430,"4","Macho",2256,"Transición","2005",146
"99030",373,"1","Macho",1124,"Sequía","2002",89
"99030",356,"2","Hembra",1497,"Sequía","2003",72
"99030",426,"3","Macho",1853,"Sequía","2004",142
"99030",334,"4","Hembra",2279,"Transición","2005",50
"99034",338,"1","Hembra",1133,"Sequía","2002",54
"99034",381,"2","Hembra",1471,"Sequía","2003",97
"99034",385,"3","Macho",1852,"Sequía","2004",101
"99034",388,"4","Hembra",2237,"Sequía","2005",104
"99034",349,"5","Macho",2625,"Transición","2006",65
"99034",331,"7","Macho",3389,"Transición","2008",47
"99034",399,"8","Hembra",3720,"Transición","2009",115
"99034",359,"9","Macho",4119,"Transición","2010",75
"99034",388,"10","Hembra",4478,"Transición","2011",104
"99034",356,"11","Macho",4866,"Transición","2012",72
"99038",430,"1","Hembra",1432,"Sequía","2003",146
"99038",358,"2","Hembra",1862,"Sequía","2004",74
"99038",477,"3","Hembra",2220,"Sequía","2005",193
"99038",330,"4","Hembra",2697,"Transición","2006",46
"99042",398,"1","Macho",1089,"Sequía","2002",114
"99042",326,"2","Hembra",1487,"Sequía","2003",42
"99042",424,"3","Macho",1813,"Sequía","2004",140
"99048",410,"1","Hembra",1108,"Sequía","2002",126
"99048",333,"2","Hembra",1518,"Transición","2003",49
"99048",368,"3","Macho",1851,"Sequía","2004",84
"99054",361,"1","Macho",1487,"Sequía","2003",77
"99054",377,"2","Macho",1848,"Sequía","2004",93
"99054",450,"3","Hembra",2225,"Sequía","2005",166
"99062",324,"1","Macho",1147,"Transición","2002",40
"99066",497,"2","Macho",1729,"Transición","2003",213
"99068",360,"1","Macho",1118,"Sequía","2002",76
"99068",376,"2","Hembra",1478,"Sequía","2003",92
"99068",366,"3","Macho",1854,"Sequía","2004",82
"99080",372,"1","Hembra",1108,"Sequía","2002",88
"99080",400,"2","Macho",1480,"Sequía","2003",116
"99080",357,"3","Hembra",1880,"Transición","2004",73
"99086",342,"1","Macho",1133,"Transición","2002",58
"99086",384,"2","Hembra",1475,"Sequía","2003",100
"99086",380,"3","Hembra",1859,"Transición","2004",96
"99090",394,"1","Hembra",1088,"Sequía","2002",110
"99090",372,"2","Macho",1482,"Sequía","2003",88
"99090",355,"3","Macho",1854,"Sequía","2004",71
"99094",320,"1","Hembra",1169,"Transición","2002",36
"99094",350,"2","Hembra",1489,"Sequía","2003",66
"99094",347,"3","Hembra",1839,"Sequía","2004",63
"99098",392,"1","Macho",1118,"Sequía","2002",108
"99098",336,"2","Hembra",1510,"Transición","2003",52
"99098",412,"3","Macho",1846,"Sequía","2004",128
"99098",388,"4","Macho",2258,"Transición","2005",104
"99098",418,"5","Hembra",2646,"Transición","2006",134
"99098",358,"7","Macho",3662,"Sequía","2009",74
"99100",417,"1","Hembra",1081,"Sequía","2002",133
"99100",329,"2","Macho",1498,"Transición","2003",45
"99110",379,"1","Macho",1073,"Sequía","2002",95
"99110",389,"2","Macho",1452,"Sequía","2003",105
"99116",488,"1","Macho",1037,"Sequía","2002",204
"99136",411,"1","Macho",1046,"Sequía","2002",127
"99136",402,"2","Hembra",1457,"Sequía","2003",118
"99138",510,"3","Macho",2362,"Lluvia","2005",226
"99138",322,"4","Hembra",2872,"Sequía","2007",38
"99138",461,"5","Macho",3194,"Transición","2007",177
"99138",356,"6","Hembra",3655,"Sequía","2009",72
"99152",418,"1","Hembra",1061,"Sequía","2002",134
"99152",327,"2","Hembra",1479,"Transición","2003",43
"99152",349,"3","Hembra",1806,"Transición","2004",65
"99154",435,"2","Hembra",1799,"Sequía","2004",151
"99154",388,"3","Hembra",2234,"Transición","2005",104
"V.1001",463,"1","Macho",1588,"Sequía","1949",179
"V.1001",427,"3","Hembra",2677,"Sequía","1952",143
"V.1001",440,"4","Hembra",3104,"Transición","1953",156
"V.1008",358,"1","Hembra",1110,"Transición","1947",74
"V.1008",327,"3","Hembra",2114,"Lluvia","1950",43
"V.1008",428,"4","Hembra",2441,"Lluvia","1951",144
"V.1008",376,"5","Hembra",2869,"Lluvia","1952",92
"V.1008",346,"6","Macho",3245,"Lluvia","1953",62
"V.1008",336,"7","Hembra",3591,"Lluvia","1954",52
"V.1008",313,"9","Macho",4704,"Lluvia","1957",29
"V.1014",432,"1","Macho",2067,"Lluvia","1950",148
"V.1014",348,"2","Hembra",2499,"Lluvia","1951",64
"V.1014",334,"3","Hembra",2847,"Lluvia","1952",50
"V.1014",482,"4","Hembra",3181,"Lluvia","1953",198
"V.1014",507,"5","Hembra",3663,"Transición","1954",223
"V.1025",496,"1","Hembra",976,"Lluvia","1947",220
"V.1025",383,"3","Macho",2229,"Sequía","1951",99
"V.1025",378,"4","Macho",2612,"Sequía","1952",94
"V.1025",357,"6","Hembra",3825,"Transición","1955",73
"V.1025",340,"7","Macho",4182,"Transición","1956",56
"V.1025",345,"8","Macho",4522,"Transición","1957",61
"V.1025",412,"9","Macho",4867,"Transición","1958",128
"V.1025",339,"10","Macho",5279,"Transición","1959",55
"V.1025",431,"11","Hembra",5618,"Transición","1960",147
"V.1027",357,"4","Hembra",3052,"Transición","1953",73
"V.1037",435,"2","Hembra",1592,"Transición","1949",151
"V.1041",377,"1","Hembra",1164,"Sequía","1948",93
"V.1041",392,"2","Hembra",1541,"Transición","1949",108
"V.1041",337,"4","Macho",2573,"Sequía","1952",53
"V.1041",333,"5","Hembra",2910,"Sequía","1953",49
"V.1042",371,"1","Macho",1033,"Transición","1947",87
"V.1045",426,"3","Macho",2748,"Lluvia","1952",142
"V.1053",394,"1","Hembra",1126,"Sequía","1948",110
"V.1053",383,"2","Macho",1520,"Transición","1949",99
"V.1053",427,"3","Macho",1903,"Transición","1950",143
"V.1053",380,"4","Macho",2330,"Lluvia","1951",96
"V.1053",321,"5","Hembra",2710,"Lluvia","1952",37
"V.1053",336,"7","Hembra",3722,"Transición","1955",52
"V.1053",329,"8","Hembra",4058,"Sequía","1956",45
"V.1053",327,"9","Macho",4387,"Sequía","1957",43
"V.1053",325,"11","Macho",5082,"Sequía","1959",41
"V.1053",516,"12","Macho",5407,"Transición","1959",232
"V.1053",355,"13","Macho",5923,"Transición","1961",71
"V.1053",327,"14","Hembra",6278,"Transición","1962",43
"V.1055",406,"1","Hembra",1301,"Lluvia","1948",122
"V.1055",321,"2","Macho",1707,"Transición","1949",37
"V.1055",472,"3","Macho",2028,"Lluvia","1950",188
"V.1055",522,"4","Macho",2500,"Transición","1951",238
"V.1055",360,"5","Macho",3022,"Transición","1953",76
"V.1055",354,"6","Macho",3382,"Transición","1954",70
"V.1055",392,"8","Macho",4112,"Transición","1956",108
"V.1055",350,"9","Macho",4504,"Transición","1957",66
"V.1056",350,"1","Macho",1184,"Transición","1948",66
"V.1056",345,"3","Macho",2207,"Sequía","1951",61
"V.1056",453,"5","Macho",2880,"Sequía","1953",169
"V.1062",364,"3","Hembra",4844,"Transición","1958",80
"V.1062",371,"4","Hembra",5208,"Transición","1959",87
"V.1062",344,"5","Macho",5579,"Transición","1960",60
"V.1062",336,"6","Macho",5923,"Transición","1961",52
"V.1062",341,"7","Macho",6259,"Transición","1962",57
"V.1063",372,"1","Hembra",1127,"Transición","1948",88
"V.1063",498,"2","Hembra",1499,"Transición","1949",214
"V.1063",466,"3","Macho",1997,"Lluvia","1950",182
"V.1063",388,"7","Hembra",4252,"Transición","1956",104
"V.1063",523,"8","Hembra",4640,"Transición","1957",239
"V.1080",375,"1","Macho",1070,"Sequía","1948",91
"V.1080",418,"2","Hembra",1445,"Sequía","1949",134
"V.1081",371,"1","Hembra",947,"Transición","1947",87
"V.1081",331,"2","Hembra",1318,"Transición","1948",47
"V.1086",344,"1","Hembra",1034,"Sequía","1948",60
"V.1101",433,"1","Macho",1938,"Transición","1950",149
"V.1101",369,"2","Macho",2371,"Sequía","1952",85
"V.1101",346,"3","Macho",2740,"Sequía","1953",62
"V.1101",341,"4","Hembra",3086,"Transición","1953",57
"V.1101",363,"6","Macho",4486,"Transición","1957",79
"V.1101",342,"7","Hembra",4849,"Transición","1958",58
"V.1101",352,"8","Hembra",5191,"Lluvia","1959",68
"V.1114",375,"1","Macho",1096,"Transición","1948",91
"V.1115",329,"2","Hembra",2035,"Transición","1951",45
"V.1115",349,"3","Macho",2364,"Sequía","1952",65
"V.1115",305,"4","Hembra",2713,"Sequía","1953",21
"V.1115",316,"5","Macho",3018,"Sequía","1954",32
"V.1115",416,"7","Hembra",3990,"Lluvia","1956",132
"V.1115",338,"9","Macho",5148,"Transición","1959",54
"V.1115",406,"10","Macho",5486,"Transición","1960",122
"V.1115",406,"11","Hembra",5892,"Transición","1961",122
"V.1120",343,"1","Hembra",1113,"Transición","1948",59
"V.1120",466,"2","Macho",1456,"Transición","1949",182
"V.1120",440,"3","Macho",1922,"Sequía","1951",156
"V.1120",338,"4","Hembra",2362,"Transición","1952",54
"V.1120",428,"5","Macho",2700,"Sequía","1953",144
"V.1120",339,"6","Macho",3128,"Transición","1954",55
"V.1120",423,"7","Macho",3467,"Transición","1955",139
"V.1120",328,"8","Hembra",3890,"Transición","1956",44
"V.1120",380,"9","Macho",4218,"Transición","1957",96
"V.1120",355,"10","Macho",4598,"Transición","1958",71
"V.1120",440,"11","Hembra",4953,"Transición","1959",156
"V.1120",450,"12","Macho",5393,"Lluvia","1960",166
"V.1120",418,"13","Macho",5843,"Transición","1961",134
"V.1126",391,"1","Macho",1050,"Lluvia","1948",107
"V.1126",330,"2","Hembra",1441,"Transición","1949",46
"V.1126",330,"3","Macho",1771,"Lluvia","1950",46
"V.1126",327,"6","Macho",3804,"Transición","1956",43
"V.1128",334,"3","Macho",1768,"Lluvia","1950",50
"V.1128",397,"7","Hembra",3519,"Transición","1955",113
"V.1144",398,"1","Macho",969,"Lluvia","1948",114
"V.1144",325,"2","Macho",1367,"Lluvia","1949",41
"V.1144",360,"4","Macho",2066,"Lluvia","1951",76
"V.1144",314,"5","Macho",2426,"Lluvia","1952",30
"V.1144",333,"6","Hembra",2740,"Transición","1953",49
"V.1144",306,"7","Macho",3073,"Transición","1954",22
"V.1144",360,"8","Hembra",3379,"Sequía","1955",76
"V.1144",382,"9","Hembra",3739,"Sequía","1956",98
"V.1144",392,"10","Macho",4121,"Transición","1957",108
"V.1144",342,"11","Hembra",4513,"Transición","1958",58
"V.1144",441,"12","Macho",4855,"Transición","1959",157
"V.1144",425,"13","Macho",5296,"Transición","1960",141
"V.1144",419,"14","Hembra",5721,"Lluvia","1961",135
"V.1146",337,"4","Hembra",2067,"Lluvia","1951",53
"V.1147",481,"1","Macho",976,"Lluvia","1948",197
"V.1147",377,"5","Hembra",2686,"Transición","1953",93
"V.1147",335,"6","Hembra",3063,"Transición","1954",51
"V.1147",456,"7","Hembra",3398,"Transición","1955",172
"V.1147",356,"8","Hembra",3854,"Lluvia","1956",72
"V.1147",368,"9","Hembra",4210,"Lluvia","1957",84
"V.1147",332,"10","Macho",4578,"Lluvia","1958",48
"V.1147",358,"11","Macho",4910,"Transición","1959",74
"V.1147",337,"12","Macho",5268,"Transición","1960",53
"V.1149",400,"2","Macho",1742,"Transición","1950",116
"V.1149",367,"3","Macho",2142,"Transición","1951",83
"V.1149",393,"4","Macho",2509,"Transición","1952",109
"V.1149",331,"5","Macho",2902,"Transición","1953",47
"V.1149",367,"6","Macho",3233,"Transición","1954",83
"V.1149",353,"7","Macho",3600,"Transición","1955",69
"V.1149",368,"8","Hembra",3953,"Transición","1956",84
"V.1149",319,"9","Hembra",4321,"Transición","1957",35
"V.1149",331,"10","Macho",4640,"Lluvia","1958",47
"V.1149",323,"11","Macho",4971,"Lluvia","1959",39
"V.1149",417,"12","Macho",5294,"Transición","1960",133
"V.1149",441,"13","Hembra",5711,"Lluvia","1961",157
"V.1152",348,"2","Hembra",2002,"Lluvia","1951",64
"V.1152",341,"3","Macho",2350,"Transición","1952",57
"V.1152",381,"5","Macho",3923,"Transición","1956",97
"V.1152",426,"6","Hembra",4304,"Transición","1957",142
"V.1152",338,"7","Hembra",4730,"Transición","1958",54
"V.1152",335,"8","Hembra",5068,"Transición","1959",51
"V.1152",338,"9","Hembra",5403,"Transición","1960",54
"V.1155",340,"1","Macho",1032,"Transición","1948",56
"V.1156",381,"1","Macho",975,"Lluvia","1948",97
"V.1156",368,"6","Macho",2776,"Lluvia","1953",84
"V.1156",472,"7","Hembra",3144,"Lluvia","1954",188
"V.1157",407,"1","Macho",946,"Lluvia","1948",123
"V.1157",314,"3","Macho",1837,"Sequía","1951",30
"V.1163",332,"1","Macho",1029,"Transición","1948",48
"V.1163",349,"5","Hembra",3782,"Transición","1956",65
"V.1163",349,"6","Hembra",4131,"Transición","1957",65
"V.1163",349,"7","Hembra",4480,"Transición","1958",65
"V.1165",471,"2","Hembra",1605,"Lluvia","1950",187
"V.1165",382,"4","Macho",2653,"Transición","1953",98
"V.1165",370,"5","Hembra",3035,"Transición","1954",86
"V.1168",374,"1","Hembra",948,"Lluvia","1948",90
"V.1168",326,"4","Hembra",2427,"Transición","1952",42
"V.1168",413,"5","Hembra",2753,"Lluvia","1953",129
"V.1173",416,"1","Macho",919,"Lluvia","1948",132
"V.1173",433,"2","Macho",1335,"Transición","1949",149
"V.1173",356,"5","Macho",2648,"Transición","1953",72
"V.1173",469,"6","Hembra",3004,"Transición","1954",185
"V.1173",333,"7","Hembra",3473,"Lluvia","1955",49
"V.1173",390,"8","Hembra",3806,"Lluvia","1956",106
"V.1173",347,"9","Macho",4196,"Lluvia","1957",63
"V.1173",322,"10","Hembra",4543,"Lluvia","1958",38
"V.1173",401,"11","Hembra",4865,"Transición","1959",117
"V.1173",327,"12","Macho",5266,"Lluvia","1960",43
"V.1175",417,"2","Macho",1589,"Lluvia","1950",133
"V.1175",326,"4","Hembra",2605,"Transición","1953",42
"V.1175",367,"5","Macho",2931,"Sequía","1954",83
"V.1175",361,"7","Hembra",4568,"Lluvia","1958",77
"V.1175",406,"8","Hembra",4929,"Lluvia","1959",122
"V.1178",333,"1","Hembra",1304,"Transición","1949",49
"V.1178",465,"2","Hembra",1637,"Lluvia","1950",181
"V.1178",306,"3","Hembra",2102,"Transición","1951",22
"V.1178",308,"4","Hembra",2408,"Transición","1952",24
"V.1178",318,"5","Hembra",2716,"Lluvia","1953",34
"V.1178",317,"6","Hembra",3034,"Lluvia","1954",33
"V.1178",506,"7","Hembra",3351,"Transición","1955",222
"V.1178",323,"8","Macho",3857,"Transición","1956",39
"V.1178",319,"9","Macho",4180,"Lluvia","1957",35
"V.1178",319,"10","Macho",4499,"Lluvia","1958",35
"V.1178",327,"11","Hembra",4818,"Transición","1959",43
"V.1179",314,"4","Hembra",3084,"Lluvia","1954",30
"V.1179",328,"5","Macho",3398,"Lluvia","1955",44
"V.1179",325,"6","Hembra",3726,"Transición","1956",41
"V.1179",448,"7","Hembra",4051,"Transición","1957",164
"V.1180",441,"3","Macho",2229,"Transición","1952",157
"V.1180",329,"6","Hembra",4904,"Lluvia","1959",45
"V.1180",359,"7","Hembra",5233,"Lluvia","1960",75
"V.1182",437,"1","Macho",897,"Lluvia","1948",153
"V.1182",463,"2","Macho",1334,"Transición","1949",179
"V.1182",349,"3","Hembra",1797,"Sequía","1951",65
"V.1187",344,"2","Hembra",1715,"Transición","1950",60
"V.1195",399,"1","Hembra",965,"Transición","1948",115
"V.1195",369,"2","Macho",1364,"Sequía","1950",85
"V.1195",332,"5","Macho",2593,"Transición","1953",48
"V.1195",326,"6","Hembra",2925,"Transición","1954",42
"V.1195",388,"7","Macho",3251,"Sequía","1955",104
"V.1195",410,"8","Hembra",3639,"Transición","1956",126
"V.1195",526,"9","Macho",4049,"Transición","1957",242
"V.1195",349,"11","Hembra",4910,"Transición","1959",65
"V.1195",826,"12","Macho",5259,"Lluvia","1960",239
"V.1195",350,"13","Macho",5782,"Sequía","1962",66
"V.1201",410,"1","Macho",1099,"Transición","1949",126
"V.1201",341,"2","Hembra",1509,"Lluvia","1950",57
"V.1201",349,"4","Macho",2320,"Transición","1952",65
"V.1207",400,"1","Macho",1626,"Transición","1950",116
"V.1207",484,"2","Macho",2026,"Sequía","1952",200
"V.1207",367,"3","Hembra",2510,"Transición","1953",83
"V.1207",343,"4","Hembra",2877,"Transición","1954",59
"V.1207",403,"5","Macho",3220,"Transición","1955",119
"V.1207",424,"7","Macho",4705,"Transición","1959",140
"V.1210",487,"1","Macho",1195,"Transición","1949",203
"V.1210",382,"3","Macho",2458,"Sequía","1953",98
"V.1210",347,"4","Macho",2840,"Transición","1954",63
"V.1210",376,"6","Hembra",3749,"Transición","1956",92
"V.1210",454,"7","Hembra",472,"Transición","1957",170
"V.1210",368,"8","Macho",4579,"Sequía","1959",84
"V.1218",334,"1","Hembra",1534,"Transición","1950",50
"V.1218",313,"2","Hembra",1868,"Lluvia","1951",29
"V.1218",322,"3","Hembra",2181,"Lluvia","1952",38
"V.1218",335,"4","Hembra",2503,"Transición","1953",51
"V.1226",373,"1","Macho",1540,"Transición","1950",89
"V.1226",440,"2","Macho",1913,"Transición","1951",156
"V.1226",334,"3","Hembra",2353,"Sequía","1953",50
"V.1226",370,"4","Hembra",2687,"Transición","1953",86
"V.1226",319,"6","Macho",4302,"Transición","1958",35
"V.1228",337,"2","Macho",1400,"Transición","1950",53
"V.1235",345,"1","Macho",1426,"Lluvia","1950",61
"V.1235",434,"2","Macho",1771,"Lluvia","1951",150
"V.1235",330,"3","Macho",2205,"Transición","1952",46
"V.1235",364,"4","Hembra",2535,"Lluvia","1953",80
"V.1239",338,"2","Macho",1528,"Transición","1950",54
"V.1239",354,"3","Hembra",1866,"Transición","1951",70
"V.1239",343,"4","Macho",2220,"Transición","1952",59
"V.1239",330,"5","Macho",2563,"Transición","1953",46
"V.1239",344,"6","Macho",2893,"Lluvia","1954",60
"V.1239",324,"7","Macho",3237,"Lluvia","1955",40
"V.1239",330,"8","Macho",3561,"Transición","1956",46
"V.1247",321,"3","Macho",2500,"Lluvia","1951",37
"V.1247",335,"5","Macho",3190,"Transición","1953",51
"V.1251",434,"2","Macho",1983,"Sequía","1952",150
"V.1251",402,"5","Macho",3140,"Transición","1955",118
"V.1251",460,"6","Hembra",3542,"Transición","1956",176
"V.1251",308,"8","Hembra",4358,"Lluvia","1958",24
"V.1252",375,"1","Macho",968,"Transición","1949",91
"V.1252",373,"4","Hembra",2556,"Transición","1953",89
"V.1268",438,"1","Hembra",936,"Transición","1949",154
"V.1268",339,"2","Macho",1374,"Lluvia","1950",55
