"Individuo","IEP","OP","SC","EdP","ÉpP","AP","DA"
"5076",401,"7","Macho",4066,"Transición","2016",117
"5078",424,"1","Hembra",860,"Lluvia","2007",140
"5082",347,"1","Hembra",938,"Lluvia","2007",63
"5082",360,"3","Macho",1837,"Sequía","2010",76
"5082",379,"6","Hembra",3640,"Sequía","2015",95
"5082",430,"7","Macho",4019,"Sequía","2016",146
"5086",336,"1","Hembra",948,"Transición","2007",52
"5086",529,"2","Hembra",1284,"Lluvia","2008",245
"5086",350,"3","Macho",1813,"Sequía","2010",66
"5086",410,"7","Hembra",3751,"Transición","2015",126
"5090",385,"2","Hembra",1670,"Transición","2009",101
"5090",369,"4","Macho",2594,"Transición","2012",85
"5090",333,"5","Macho",2963,"Transición","2013",49
"5102",353,"1","Hembra",935,"Lluvia","2007",69
"5102",519,"2","Hembra",1288,"Lluvia","2008",235
"5102",388,"3","Hembra",1807,"Sequía","2010",104
"5136",493,"1","Hembra",835,"Transición","2007",209
"5136",482,"2","Hembra",1328,"Transición","2008",198
"5136",401,"3","Macho",1810,"Sequía","2010",117
"5136",342,"4","Hembra",2211,"Sequía","2011",58
"5136",366,"5","Hembra",2553,"Sequía","2012",82
"5140",425,"1","Hembra",919,"Lluvia","2007",141
"5140",461,"2","Macho",1344,"Transición","2008",177
"5140",377,"3","Macho",1805,"Sequía","2010",93
"5140",462,"4","Hembra",2182,"Sequía","2011",178
"5140",360,"5","Macho",2644,"Transición","2012",76
"5142",444,"1","Macho",948,"Transición","2007",160
"5142",496,"2","Hembra",1392,"Sequía","2009",212
"5142",381,"3","Hembra",1888,"Transición","2010",97
"5142",382,"4","Macho",2269,"Transición","2011",98
"5142",445,"5","Macho",2651,"Transición","2012",161
"5144",417,"1","Hembra",1038,"Sequía","2008",133
"5144",390,"2","Macho",1455,"Sequía","2009",106
"5144",407,"3","Hembra",1845,"Sequía","2010",123
"5144",383,"4","Hembra",2252,"Transición","2011",99
"5144",436,"7","Macho",3727,"Transición","2015",152
"5152",484,"1","Macho",1404,"Sequía","2009",200
"5166",434,"1","Hembra",1023,"Sequía","2008",150
"5166",427,"2","Macho",1457,"Sequía","2009",143
"5166",341,"3","Hembra",1884,"Transición","2010",57
"5166",430,"4","Macho",2225,"Transición","2011",146
"5166",343,"6","Hembra",3769,"Lluvia","2015",59
"5166",369,"7","Hembra",4112,"Transición","2016",85
"5170",386,"1","Hembra",933,"Transición","2007",102
"5170",491,"2","Hembra",1319,"Transición","2008",207
"5170",378,"3","Macho",1810,"Sequía","2010",94
"5182",369,"1","Macho",952,"Transición","2007",85
"5182",510,"2","Hembra",1321,"Transición","2008",226
"5208",384,"1","Macho",1528,"Transición","2009",100
"5208",438,"3","Hembra",2213,"Transición","2011",154
"5208",356,"4","Macho",2651,"Transición","2012",72
"5242",359,"1","Hembra",1100,"Sequía","2008",75
"5242",357,"2","Macho",1459,"Sequía","2009",73
"5242",368,"3","Hembra",1816,"Sequía","2010",84
"5242",422,"4","Macho",2184,"Sequía","2011",138
"5242",381,"7","Macho",3618,"Sequía","2015",97
"5254",375,"1","Macho",1146,"Transición","2008",91
"5254",478,"4","Macho",2762,"Transición","2012",194
"5254",393,"5","Macho",3240,"Sequía","2014",109
"5268",402,"1","Macho",908,"Lluvia","2007",118
"5268",478,"3","Hembra",2160,"Sequía","2011",194
"5292",335,"1","Macho",1435,"Sequía","2009",51
"5292",495,"2","Hembra",1770,"Sequía","2010",211
"5304",378,"1","Hembra",866,"Lluvia","2007",94
"5310",409,"1","Macho",813,"Lluvia","2007",125
"5310",508,"2","Hembra",1222,"Lluvia","2008",224
"5310",454,"3","Hembra",1730,"Sequía","2010",170
"5310",401,"7","Macho",3888,"Transición","2015",117
"58",365,"1","Macho",1121,"Sequía","2003",81
"58",421,"3","Macho",2220,"Sequía","2006",137
"58",333,"4","Macho",2641,"Transición","2007",49
"58",361,"5","Hembra",2974,"Sequía","2008",77
"6030",417,"1","Macho",1082,"Sequía","2009",133
"6030",389,"3","Hembra",2131,"Sequía","2012",105
"6030",520,"4","Macho",2520,"Sequía","2013",236
"6030",432,"6","Macho",3637,"Sequía","2016",148
"6038",486,"1","Hembra",1391,"Sequía","2010",202
"6038",358,"3","Hembra",2482,"Sequía","2013",74
"6038",473,"4","Macho",2840,"Transición","2013",189
"6038",334,"5","Hembra",3313,"Transición","2015",50
"6038",349,"6","Macho",3647,"Sequía","2016",65
"6040",415,"1","Hembra",1392,"Sequía","2010",131
"6040",484,"2","Macho",1807,"Sequía","2011",200
"6040",338,"3","Macho",2291,"Transición","2012",54
"6040",441,"5","Macho",3181,"Transición","2014",157
"6040",349,"6","Hembra",3622,"Sequía","2016",65
"6048",389,"1","Macho",1082,"Sequía","2009",105
"6048",347,"2","Macho",1471,"Transición","2010",63
"6048",439,"3","Macho",1818,"Sequía","2011",155
"6048",345,"4","Hembra",2257,"Transición","2012",61
"6048",372,"5","Hembra",2602,"Transición","2013",88
"6048",332,"7","Macho",3697,"Transición","2016",48
"6062",414,"2","Macho",1692,"Transición","2010",130
"6062",409,"3","Hembra",2106,"Sequía","2012",125
"6062",413,"6","Macho",3315,"Transición","2015",129
"6062",340,"7","Hembra",3728,"Transición","2016",56
"6066",388,"1","Hembra",1420,"Sequía","2010",104
"6072",390,"1","Macho",1043,"Sequía","2009",106
"6072",398,"2","Macho",1433,"Sequía","2010",114
"6072",364,"4","Hembra",2582,"Transición","2013",80
"6084",384,"1","Hembra",1029,"Sequía","2009",100
"6084",366,"3","Hembra",2117,"Sequía","2012",82
"6084",530,"6","Hembra",3446,"Transición","2015",246
"6086",418,"1","Hembra",1338,"Sequía","2010",134
"6086",416,"2","Hembra",1756,"Sequía","2011",132
"6086",332,"3","Hembra",2172,"Transición","2012",48
"6086",312,"4","Hembra",2504,"Sequía","2013",28
"6086",354,"5","Hembra",2816,"Sequía","2014",70
"6086",451,"7","Macho",3170,"Sequía","2015",167
"6098",447,"1","Hembra",1006,"Sequía","2009",163
"6098",346,"2","Hembra",1453,"Transición","2010",62
"6098",423,"3","Macho",1799,"Transición","2011",139
"6098",398,"6","Macho",3628,"Transición","2016",114
"6100",374,"1","Macho",1022,"Sequía","2009",90
"6100",357,"2","Macho",1396,"Sequía","2010",73
"6100",420,"3","Hembra",1753,"Sequía","2011",136
"6100",361,"4","Macho",2173,"Transición","2012",77
"6100",444,"7","Macho",3475,"Transición","2015",160
"61002",427,"2","Macho",1851,"Sequía","1966",143
"61002",382,"3","Macho",2278,"Sequía","1967",98
"61002",322,"4","Macho",2660,"Transición","1968",38
"61004",413,"2","Hembra",1149,"Sequía","1966",129
"61010",454,"2","Hembra",2177,"Sequía","1967",170
"61032",506,"2","Hembra",1541,"Transición","1965",222
"61036",411,"3","Macho",2225,"Sequía","1967",127
"61036",325,"4","Macho",2636,"Transición","1968",41
"61036",359,"5","Macho",2961,"Sequía","1969",75
"61036",339,"8","Macho",3722,"Transición","1971",55
"61040",424,"2","Macho",1819,"Sequía","1966",140
"61040",372,"3","Macho",2243,"Transición","1967",88
"61040",433,"4","Macho",2615,"Transición","1968",149
"61046",444,"1","Hembra",1042,"Sequía","1964",160
"61046",331,"2","Macho",1486,"Sequía","1965",47
"61056",467,"2","Macho",1809,"Sequía","1966",183
"61056",395,"6","Hembra",3973,"Sequía","1972",111
"61058",397,"1","Macho",971,"Transición","1963",113
"61060",330,"1","Hembra",1513,"Transición","1965",46
"61060",392,"2","Macho",1843,"Sequía","1966",108
"61060",358,"3","Hembra",2235,"Transición","1967",74
"61060",305,"4","Hembra",2593,"Transición","1968",21
"61078",353,"1","Hembra",1467,"Sequía","1965",69
"61078",382,"2","Hembra",1820,"Sequía","1966",98
"61080",437,"1","Macho",1374,"Transición","1964",153
"61080",502,"2","Macho",1811,"Sequía","1966",218
"61080",353,"4","Macho",3266,"Sequía","1970",69
"61088",340,"4","Macho",2932,"Transición","1969",56
"61088",413,"5","Macho",3272,"Sequía","1970",129
"61092",384,"5","Macho",2870,"Sequía","1969",100
"61094",347,"2","Macho",1443,"Sequía","1965",63
"61102",406,"1","Hembra",1052,"Sequía","1964",122
"61102",353,"2","Hembra",1458,"Transición","1965",69
"61104",341,"2","Macho",2587,"Transición","1968",57
"61106",330,"1","Macho",1445,"Transición","1965",46
"61106",402,"2","Macho",1775,"Sequía","1966",118
"61106",402,"3","Macho",2177,"Transición","1967",118
"61106",327,"4","Macho",2579,"Transición","1968",43
"61106",370,"5","Hembra",2906,"Transición","1969",86
"61106",373,"6","Hembra",3276,"Transición","1970",89
"61106",325,"7","Hembra",3649,"Transición","1971",41
"61108",504,"1","Hembra",1240,"Lluvia","1964",220
"61112",334,"2","Hembra",1834,"Transición","1966",50
"61114",420,"1","Macho",1046,"Sequía","1964",136
"61122",383,"3","Macho",2912,"Transición","1969",99
"61130",336,"1","Hembra",1427,"Transición","1965",52
"61130",389,"2","Hembra",1763,"Sequía","1966",105
"61130",406,"3","Macho",2152,"Transición","1967",122
"61130",317,"4","Hembra",2558,"Transición","1968",33
"61136",351,"1","Hembra",1403,"Sequía","1965",67
"61138",338,"1","Macho",1455,"Transición","1965",54
"61138",336,"2","Hembra",1793,"Transición","1966",52
"61138",468,"3","Macho",2129,"Sequía","1967",184
"6114",396,"1","Hembra",1347,"Sequía","2010",112
"6114",424,"2","Hembra",1743,"Sequía","2011",140
"61150",452,"1","Macho",1263,"Transición","1964",168
"61150",418,"2","Hembra",1715,"Sequía","1966",134
"61150",403,"3","Hembra",2133,"Sequía","1967",119
"61150",447,"5","Macho",3107,"Transición","1969",163
"61150",337,"6","Macho",3554,"Sequía","1971",53
"61152",344,"1","Macho",1409,"Transición","1965",60
"61152",375,"5","Hembra",3533,"Sequía","1971",91
"61158",412,"2","Macho",1722,"Sequía","1966",128
"61168",516,"2","Macho",1698,"Sequía","1966",232
"61176",410,"1","Macho",1284,"Transición","1964",126
"61176",453,"2","Macho",1694,"Sequía","1966",169
"61176",414,"3","Macho",2147,"Transición","1967",130
"61192",528,"1","Hembra",1366,"Sequía","1965",244
"61200",395,"2","Macho",1688,"Sequía","1966",111
"61202",333,"1","Macho",1349,"Sequía","1965",49
"61202",406,"2","Macho",1682,"Sequía","1966",122
"61202",423,"3","Macho",2088,"Sequía","1967",139
"6122",402,"1","Macho",1046,"Transición","2009",118
"61226",493,"1","Hembra",942,"Sequía","1964",209
"61228",370,"2","Hembra",1689,"Sequía","1966",86
"61230",370,"3","Hembra",2066,"Transición","1967",86
"61236",421,"2","Macho",1626,"Sequía","1966",137
"61236",387,"3","Hembra",2047,"Sequía","1967",103
"61236",320,"4","Macho",2434,"Transición","1968",36
"61246",353,"1","Macho",1306,"Sequía","1965",69
"61250",347,"1","Hembra",1327,"Transición","1965",63
"61250",376,"2","Hembra",1674,"Sequía","1966",92
"61250",319,"5","Macho",3139,"Sequía","1970",35
"61254",362,"1","Hembra",1337,"Transición","1965",78
"61254",377,"2","Macho",1699,"Transición","1966",93
"61254",403,"5","Macho",3812,"Sequía","1972",119
"61254",379,"6","Macho",4215,"Sequía","1973",95
"61262",352,"1","Macho",1330,"Transición","1965",68
"61262",357,"2","Hembra",1682,"Transición","1966",73
"61262",390,"3","Hembra",2039,"Transición","1967",106
"61262",329,"4","Macho",2429,"Transición","1968",45
"61262",372,"5","Hembra",2758,"Sequía","1969",88
"61278",336,"1","Hembra",1283,"Sequía","1965",52
"61278",398,"2","Macho",1619,"Sequía","1966",114
"61278",386,"3","Macho",2017,"Sequía","1967",102
"61278",334,"4","Hembra",2403,"Transición","1968",50
"61278",349,"5","Hembra",2737,"Sequía","1969",65
"6128",412,"2","Hembra",2122,"Sequía","2012",128
"6128",417,"3","Macho",2534,"Transición","2013",133
"6128",372,"5","Macho",3616,"Transición","2016",88
"61284",333,"1","Hembra",1275,"Sequía","1965",49
"61284",382,"2","Macho",1608,"Sequía","1966",98
"61284",405,"3","Macho",1990,"Sequía","1967",121
"61284",333,"4","Macho",2395,"Transición","1968",49
"61298",508,"1","Macho",1069,"Lluvia","1964",224
"61298",503,"2","Hembra",1577,"Sequía","1966",219
"61298",359,"3","Macho",2080,"Transición","1967",75
"61300",370,"1","Macho",1261,"Sequía","1965",86
"61300",426,"2","Hembra",1631,"Sequía","1966",142
"61300",349,"3","Hembra",2057,"Transición","1967",65
"61300",353,"5","Hembra",2739,"Transición","1969",69
"61304",411,"2","Hembra",1581,"Sequía","1966",127
"61304",381,"3","Macho",1992,"Transición","1967",97
"61304",341,"4","Hembra",2373,"Transición","1968",57
"61312",358,"1","Hembra",1046,"Lluvia","1964",74
"61320",410,"1","Macho",1136,"Transición","1964",126
"61320",429,"2","Hembra",1546,"Sequía","1966",145
"61330",355,"1","Hembra",1014,"Lluvia","1964",71
"61330",477,"2","Macho",1369,"Lluvia","1965",193
"61330",501,"3","Hembra",1846,"Transición","1966",217
"61330",317,"4","Hembra",2347,"Transición","1968",33
"61334",345,"1","Macho",1180,"Sequía","1965",61
"6134",309,"2","Macho",1744,"Sequía","2011",25
"6134",404,"3","Hembra",2053,"Sequía","2012",120
"6138",479,"2","Hembra",1635,"Transición","2010",195
"6138",400,"3","Macho",2114,"Sequía","2012",116
"6138",447,"4","Macho",2514,"Transición","2013",163
"6138",361,"5","Macho",2961,"Lluvia","2014",77
"6148",316,"1","Macho",1043,"Transición","2009",32
"6148",371,"2","Hembra",1359,"Sequía","2010",87
"6148",432,"6","Hembra",3308,"Transición","2015",148
"6148",407,"7","Hembra",3740,"Lluvia","2016",123
"6164",429,"1","Hembra",1315,"Sequía","2010",145
"6164",478,"3","Hembra",2467,"Sequía","2013",194
"6168",383,"1","Macho",1364,"Sequía","2010",99
"6168",449,"2","Hembra",1747,"Sequía","2011",165
"6168",441,"4","Hembra",2778,"Sequía","2014",157
"62012",327,"1","Macho",1179,"Transición","1965",43
"62018",340,"1","Macho",1184,"Transición","1965",56
"62018",405,"2","Macho",1524,"Sequía","1966",121
"62026",457,"1","Macho",1070,"Transición","1964",173
"62026",455,"2","Hembra",1527,"Sequía","1966",171
"62032",353,"1","Hembra",1136,"Sequía","1965",69
"62032",509,"2","Macho",1489,"Sequía","1966",225
"62032",342,"3","Macho",1998,"Lluvia","1967",58
"62034",344,"1","Macho",1137,"Sequía","1965",60
"62034",429,"2","Macho",1481,"Sequía","1966",145
"62034",378,"3","Hembra",1910,"Transición","1967",94
"62040",402,"2","Macho",1471,"Sequía","1966",118
"62040",426,"3","Hembra",1873,"Transición","1967",142
"62044",415,"2","Macho",1845,"Sequía","1967",131
"62044",337,"3","Macho",2260,"Transición","1968",53
"62044",502,"4","Hembra",2597,"Transición","1969",218
"62048",415,"1","Macho",1023,"Transición","1964",131
"62048",420,"2","Hembra",1438,"Sequía","1966",136
"62048",394,"3","Hembra",1858,"Transición","1967",110
"62048",330,"5","Macho",3018,"Transición","1970",46
"62048",356,"7","Macho",4000,"Sequía","1973",72
"62050",406,"1","Macho",1030,"Transición","1964",122
"62050",431,"2","Macho",1436,"Sequía","1966",147
"62050",401,"4","Macho",2521,"Sequía","1969",117
"62050",346,"5","Hembra",2922,"Sequía","1970",62
"62050",441,"8","Macho",4301,"Transición","1973",157
"62054",394,"1","Macho",1121,"Transición","1965",110
"62054",398,"3","Hembra",1851,"Transición","1967",114
"62054",359,"4","Macho",2249,"Transición","1968",75
"62054",330,"6","Hembra",2956,"Transición","1970",46
"62054",394,"7","Macho",3286,"Sequía","1971",110
"62054",360,"8","Macho",3680,"Transición","1972",76
"62056",345,"1","Hembra",1018,"Transición","1964",61
"62062",470,"2","Macho",1748,"Transición","1966",186
"62064",363,"2","Macho",1768,"Sequía","1967",79
"62064",395,"3","Hembra",2131,"Sequía","1968",111
"62076",392,"2","Macho",1828,"Sequía","1967",108
"62078",367,"1","Macho",1120,"Transición","1965",83
"62078",376,"2","Macho",1487,"Transición","1966",92
"62084",343,"1","Hembra",1015,"Sequía","1965",59
"62088",387,"2","Macho",1815,"Sequía","1967",103
"62088",328,"3","Hembra",2202,"Transición","1968",44
"62088",425,"4","Hembra",2530,"Sequía","1969",141
"62090",375,"1","Macho",1013,"Sequía","1965",91
"62090",421,"2","Macho",1388,"Sequía","1966",137
"62090",422,"3","Hembra",1809,"Sequía","1967",138
"62094",418,"3","Macho",1807,"Sequía","1967",134
"62094",323,"7","Hembra",3611,"Sequía","1972",39
"62094",370,"8","Hembra",3934,"Sequía","1973",86
"62096",349,"2","Hembra",1450,"Sequía","1966",65
"6210",332,"1","Macho",1043,"Transición","2009",48
"6210",362,"2","Macho",1375,"Sequía","2010",78
"6210",390,"3","Hembra",1737,"Sequía","2011",106
"6210",361,"4","Macho",2127,"Transición","2012",77
"6210",427,"7","Hembra",3482,"Sequía","2016",143
"62104",379,"1","Macho",1014,"Sequía","1965",95
"62104",425,"2","Hembra",1393,"Sequía","1966",141
"62104",375,"3","Macho",1818,"Transición","1967",91
"62104",351,"4","Macho",2193,"Transición","1968",67
"62104",391,"5","Macho",2544,"Transición","1969",107
"62104",369,"7","Macho",3581,"Sequía","1972",85
"62104",367,"8","Macho",3950,"Sequía","1973",83
"62104",363,"9","Hembra",4317,"Sequía","1974",79
"62104",456,"10","Hembra",4680,"Sequía","1975",172
"62116",376,"5","Macho",3578,"Sequía","1972",92
"62116",359,"6","Macho",3934,"Sequía","1973",75
"62120",430,"1","Hembra",1379,"Sequía","1966",146
"62120",418,"2","Macho",1809,"Transición","1967",134
"62120",343,"3","Macho",2227,"Transición","1968",59
"62120",351,"4","Macho",2570,"Transición","1969",67
"62132",391,"2","Macho",1809,"Transición","1967",107
"62132",350,"3","Macho",2200,"Transición","1968",66
"62144",378,"3","Hembra",2098,"Sequía","1968",94
"62144",376,"5","Hembra",3187,"Sequía","1971",92
"62144",341,"6","Macho",3563,"Sequía","1972",57
"62144",376,"7","Macho",3904,"Sequía","1973",92
"62144",392,"8","Macho",4280,"Sequía","1974",108
"62146",501,"2","Hembra",1773,"Sequía","1967",217
"62152",404,"1","Macho",941,"Transición","1964",120
"62152",418,"2","Macho",1345,"Sequía","1966",134
"6216",388,"2","Macho",2099,"Transición","2012",104
"62206",389,"1","Macho",938,"Sequía","1965",105
"62206",451,"2","Macho",1327,"Sequía","1966",167
"62206",390,"3","Macho",1778,"Transición","1967",106
"62206",344,"4","Hembra",2168,"Transición","1968",60
"62212",528,"1","Macho",1095,"Transición","1965",244
"62212",421,"2","Hembra",1623,"Transición","1966",137
"62212",486,"3","Macho",2044,"Sequía","1968",202
"62212",368,"4","Hembra",2530,"Transición","1969",84
"62216",333,"1","Hembra",1024,"Transición","1965",49
"62216",410,"2","Macho",1357,"Transición","1966",126
"62216",383,"3","Macho",1767,"Transición","1967",99
"62216",393,"7","Hembra",3492,"Sequía","1972",109
"62216",344,"9","Hembra",4227,"Sequía","1974",60
"62222",340,"3","Hembra",2183,"Lluvia","1968",56
"62222",328,"5","Hembra",2877,"Transición","1970",44
"62262",372,"1","Hembra",1316,"Sequía","1966",88
"62262",323,"3","Hembra",2468,"Transición","1969",39
"62262",333,"4","Macho",2791,"Transición","1970",49
"62262",351,"8","Macho",4197,"Sequía","1974",67
"62264",448,"2","Macho",1692,"Transición","1967",164
"62264",429,"4","Macho",2407,"Sequía","1969",145
"62264",325,"5","Macho",2836,"Transición","1970",41
"62264",334,"6","Macho",3161,"Transición","1971",50
"62264",367,"7","Hembra",3495,"Sequía","1972",83
"62268",327,"1","Hembra",999,"Transición","1965",43
"62268",350,"2","Macho",1326,"Transición","1966",66
"62268",376,"3","Macho",1676,"Sequía","1967",92
"62268",330,"4","Macho",2052,"Transición","1968",46
"62268",392,"6","Macho",3081,"Sequía","1971",108
"62272",322,"3","Macho",2069,"Transición","1968",38
"62272",383,"4","Hembra",2391,"Sequía","1969",99
"62272",355,"6","Macho",3448,"Sequía","1972",71
"62272",366,"8","Macho",4175,"Sequía","1974",82
"62276",412,"1","Hembra",1298,"Sequía","1966",128
"62276",399,"2","Macho",1710,"Transición","1967",115
